,Agente1,Agente2,ClientesComun
1358,20239,22721,2
1359,20428,21662,2
1360,18574,26127,2
1361,12883,15044,2
1362,17658,20842,2
1363,423,23944,2
1364,16576,17286,2
1365,5553,24887,2
1366,10298,11479,2
1367,20778,23623,2
1368,15683,20217,2
1369,27715,28102,2
1370,15409,24377,2
1371,8940,18356,2
1372,18839,26333,2
1373,9972,14971,2
1374,8372,27532,2
1375,6098,20192,2
1376,5953,25350,2
1377,13318,18700,2
1378,12242,19640,2
1379,6889,8464,2
1380,15974,26740,2
1381,18874,25491,2
1382,2392,9178,2
1383,8556,21122,2
1384,9058,20931,2
1385,2420,23378,2
1386,19680,30292,2
1387,11950,30427,2
1388,14733,19803,2
1389,964,8409,2
1390,12318,29274,2
1391,5803,10215,2
1392,18887,25637,2
1393,1653,18105,2
1394,9878,17278,2
1395,19521,30292,2
1396,14117,30468,2
1397,5460,21867,2
1398,9647,23623,2
1399,13334,27226,2
1400,8410,24706,2
1401,10268,23722,2
1402,18449,23623,2
1403,11034,20749,2
1404,6510,18851,2
1405,15974,30873,2
1406,1736,25076,2
1407,16774,25466,2
1408,11034,24219,2
1409,20788,21185,2
1410,8762,23195,2
1411,7661,12741,2
1412,18735,19548,2
1413,5028,19537,2
1414,4715,21662,2
1415,14805,22601,2
1416,15879,19704,2
1417,16569,22129,2
1418,23614,26799,2
1419,23623,30292,2
1420,17700,21624,2
1421,14121,23130,2
1422,16600,22337,2
1423,19144,23130,2
1424,16351,21985,2
1425,8464,9060,2
1426,14280,17951,2
1427,8409,21270,2
1428,24377,25751,2
1429,8462,26267,2
1430,11472,15086,2
1431,6065,19710,2
1432,4938,6510,2
1433,1671,22026,2
1434,6977,20175,2
1435,12783,27593,2
1436,10149,14676,2
1437,22805,25275,2
1438,12133,24924,2
1439,4325,18921,2
1440,12225,26434,2
1441,18356,29084,2
1442,6510,12959,2
1443,6279,14424,2
1444,30,1791,2
1445,10410,28926,2
1446,13759,18408,2
1447,15610,19328,2
1448,16986,22807,2
1449,9178,22820,2
1450,19640,25983,2
1451,9183,10215,2
1452,5075,29920,2
1453,4428,15294,2
1454,2420,13028,2
1455,17110,21242,2
1456,11005,20189,2
1457,6605,23135,2
1458,16555,24095,2
1459,8556,19489,2
1460,14085,22357,2
1461,22838,29418,2
1462,24300,26813,2
1463,12140,20979,2
1464,22626,23531,2
1465,2760,15710,2
1466,700,21921,2
1467,18156,27166,2
1468,3715,16345,2
1469,20021,25076,2
1470,4632,16555,2
1471,1653,24505,2
1472,11462,22711,2
1473,6392,24523,2
1474,21419,24377,2
1475,19730,26818,2
1476,17074,22910,2
1477,10149,21662,2
1478,13968,16558,2
1479,18790,21690,2
1480,3366,22881,2
1481,8556,20196,2
1482,16757,18735,2
1483,18700,19574,2
1484,14629,22473,2
1485,13594,28210,2
1486,22849,23878,2
1487,25350,27827,2
1488,7174,18480,2
1489,8137,23623,2
1490,5147,20230,2
1491,22847,25742,2
1492,6198,22509,2
1493,18466,21911,2
1494,12325,21311,2
1495,5364,19994,2
1496,7954,22616,2
1497,3612,24828,2
1498,8556,16555,2
1499,17718,28097,2
1500,8556,17037,2
1501,6098,13203,2
1502,6098,15457,2
1503,22954,23195,2
1504,10653,20945,2
1505,21624,23944,2
1506,23644,24418,2
1507,22016,26696,2
1508,10662,20514,2
1509,14629,21662,2
1510,2874,26177,2
1511,19250,30292,2
1512,14590,16264,2
1513,14506,23944,2
1514,2833,21572,2
1515,8319,18735,2
1516,11788,17278,2
1517,4369,8404,2
1518,1713,6830,2
1519,14789,26383,2
1520,16060,19730,2
1521,24820,30626,2
1522,9912,23022,2
1523,23311,25315,2
1524,19144,25358,2
1525,636,16647,2
1526,15738,17818,2
1527,6569,23267,2
1528,24589,30714,2
1529,330,12307,2
1530,17393,30292,2
1531,4019,28110,2
1532,21270,25957,2
1533,19599,22589,2
1534,13266,23100,2
1535,10221,21662,2
1536,14971,20501,2
1537,15003,19730,2
1538,6605,22290,2
1539,21711,24377,2
1540,30351,30621,2
1541,18851,26434,2
1542,12612,20414,2
1543,8556,19538,2
1544,9326,30292,2
1545,23476,26678,2
1546,21194,23244,2
1547,11082,28106,2
1548,11088,20257,2
1549,4632,13053,2
1550,14676,26543,2
1551,15398,29054,2
1552,18700,28210,2
1553,14135,22246,2
1554,11026,15768,2
1555,15521,15830,2
1556,17796,28131,2
1557,12612,26645,2
1558,21622,25272,2
1559,12997,26267,2
1560,20245,24095,2
1561,23880,24924,2
1562,21662,24377,2
1563,18345,24632,2
1564,14472,14739,2
1565,1665,21916,2
1566,2820,24377,2
1567,10036,15044,2
1568,21783,24297,2
1569,5889,24377,2
1570,8506,17964,2
1571,20994,26995,2
1572,16555,30292,2
1573,21130,22514,2
1574,9511,17769,2
1575,15768,21603,2
1576,4325,11348,2
1577,6567,23620,2
1578,18296,25163,2
1579,12325,20778,2
1580,651,18030,2
1581,15086,25252,2
1582,9233,14135,2
1583,3558,18195,2
1584,16783,19296,2
1585,19536,23100,2
1586,23311,26543,2
1587,17831,26543,2
1588,21051,28210,2
1589,11026,21603,2
1590,8556,21051,2
1591,4983,20777,2
1592,8409,28788,2
1593,10864,24282,2
1594,23294,24052,2
1595,6006,18572,2
1596,26267,27625,2
1597,20245,23623,2
1598,15254,21662,2
1599,19538,24095,2
1600,2476,10241,2
1601,19161,24095,2
1602,20950,29054,1
1603,16763,25163,1
1604,15569,23441,1
1605,9931,15011,1
1606,7864,12875,1
1607,21037,25393,1
1608,21344,24575,1
1609,14058,15400,1
1610,11725,18193,1
1611,21152,26657,1
1612,5126,15173,1
1613,10268,16884,1
1614,9396,26444,1
1615,5391,24116,1
1616,15440,24095,1
1617,19175,25044,1
1618,15848,20047,1
1619,13066,22952,1
1620,15269,17463,1
1621,6190,23534,1
1622,6001,27158,1
1623,16600,22543,1
1624,9284,28030,1
1625,16763,25393,1
1626,6006,20297,1
1627,13230,26166,1
1628,18865,20668,1
1629,14727,14971,1
1630,1861,18219,1
1631,13429,26755,1
1632,4521,13038,1
1633,11026,14867,1
1634,10067,12129,1
1635,19280,20454,1
1636,3013,17732,1
1637,13500,21050,1
1638,21240,23441,1
1639,5555,9276,1
1640,9403,21220,1
1641,21509,24184,1
1642,16555,31249,1
1643,6169,23919,1
1644,18009,20383,1
1645,6006,13445,1
1646,1927,26166,1
1647,14631,25276,1
1648,12611,17132,1
1649,15615,21185,1
1650,3470,25205,1
1651,1048,16635,1
1652,18205,19790,1
1653,19574,31249,1
1654,21938,25914,1
1655,21475,24095,1
1656,13586,24558,1
1657,20067,21662,1
1658,7141,17822,1
1659,678,30657,1
1660,3908,22894,1
1661,1300,26343,1
1662,20301,21603,1
1663,10964,15225,1
1664,28115,31164,1
1665,13088,18225,1
1666,8378,17768,1
1667,13967,27181,1
1668,10071,11385,1
1669,12820,26267,1
1670,17464,25447,1
1671,10676,26645,1
1672,19419,19833,1
1673,20246,23567,1
1674,11153,27430,1
1675,2476,20842,1
1676,10268,14893,1
1677,13276,20257,1
1678,15276,17718,1
1679,15142,21219,1
1680,22807,26644,1
1681,15044,24887,1
1682,3416,26416,1
1683,25313,28660,1
1684,10268,21427,1
1685,19842,29726,1
1686,11568,24764,1
1687,8328,24524,1
1688,20329,28069,1
1689,3048,25016,1
1690,21089,23769,1
1691,3890,11728,1
1692,9829,25943,1
1693,21780,27532,1
1694,8556,11413,1
1695,20728,26410,1
1696,8788,15996,1
1697,16672,25142,1
1698,15894,23130,1
1699,23623,28861,1
1700,15386,16542,1
1701,14975,21603,1
1702,17676,24084,1
1703,3735,19918,1
1704,12057,14337,1
1705,2357,27714,1
1706,18486,22239,1
1707,14585,18876,1
1708,13956,18691,1
1709,10268,13217,1
1710,4109,12954,1
1711,18030,19335,1
1712,22197,22520,1
1713,16557,23218,1
1714,1730,26267,1
1715,8401,29545,1
1716,6278,26740,1
1717,8556,19416,1
1718,10674,30439,1
1719,25163,30153,1
1720,10110,25801,1
1721,14971,21539,1
1722,26220,31027,1
1723,5825,8579,1
1724,14314,27522,1
1725,17081,17182,1
1726,7810,26696,1
1727,15279,20923,1
1728,10526,21662,1
1729,7027,23208,1
1730,9468,15625,1
1731,27916,29840,1
1732,837,15193,1
1733,5552,16955,1
1734,11082,24502,1
1735,19967,27084,1
1736,11482,23025,1
1737,19730,22124,1
1738,12755,21185,1
1739,20805,30586,1
1740,14143,16542,1
1741,15400,23906,1
1742,8630,25758,1
1743,15963,27744,1
1744,13823,21780,1
1745,19264,23152,1
1746,7949,26160,1
1747,15828,27230,1
1748,8305,26971,1
1749,14001,21223,1
1750,16060,29913,1
1751,288,20094,1
1752,371,26285,1
1753,26591,31270,1
1754,2621,11348,1
1755,9411,14630,1
1756,21597,25371,1
1757,7812,25727,1
1758,15772,20523,1
1759,6140,9819,1
1760,15761,23402,1
1761,15044,21662,1
1762,15668,18606,1
1763,11193,23623,1
1764,12493,18865,1
1765,10149,18233,1
1766,21921,25478,1
1767,16442,26267,1
1768,13834,24095,1
1769,7732,11082,1
1770,19008,26799,1
1771,10923,22380,1
1772,21809,24861,1
1773,6605,19082,1
1774,14292,23755,1
1775,12857,18408,1
1776,6510,19746,1
1777,21524,25973,1
1778,2420,16119,1
1779,2916,27247,1
1780,7126,26932,1
1781,18027,19651,1
1782,20233,22881,1
1783,15921,22124,1
1784,8763,21780,1
1785,17423,25393,1
1786,12179,24377,1
1787,14474,26267,1
1788,9732,25466,1
1789,9766,20587,1
1790,54,15250,1
1791,5800,15053,1
1792,15044,24377,1
1793,20112,22721,1
1794,10067,19612,1
1795,16426,24377,1
1796,12857,22792,1
1797,23345,29422,1
1798,18945,26434,1
1799,11441,30586,1
1800,23218,26211,1
1801,13469,24377,1
1802,3453,23847,1
1803,13048,21388,1
1804,1613,20736,1
1805,10522,26558,1
1806,18107,25288,1
1807,10811,22174,1
1808,1682,3377,1
1809,14146,14684,1
1810,3196,6569,1
1811,10101,15401,1
1812,17278,18394,1
1813,16884,23141,1
1814,14435,30657,1
1815,9880,14680,1
1816,12949,15060,1
1817,11348,18415,1
1818,12858,22832,1
1819,10626,20823,1
1820,12126,23755,1
1821,19538,23755,1
1822,19392,23567,1
1823,1793,11814,1
1824,12861,21053,1
1825,16598,26543,1
1826,17746,27532,1
1827,10674,17278,1
1828,16602,19807,1
1829,11968,13031,1
1830,9317,27635,1
1831,16024,26543,1
1832,2420,11094,1
1833,18356,30427,1
1834,13965,25910,1
1835,4151,15086,1
1836,18173,25393,1
1837,9865,11269,1
1838,19134,20850,1
1839,6118,26899,1
1840,2898,18226,1
1841,10636,17752,1
1842,15428,26297,1
1843,3064,27802,1
1844,20079,24158,1
1845,431,3732,1
1846,21935,27133,1
1847,15786,29920,1
1848,14914,27238,1
1849,21268,26292,1
1850,1596,20433,1
1851,19538,25269,1
1852,6510,20177,1
1853,3515,22788,1
1854,5252,10048,1
1855,1393,18000,1
1856,21147,25393,1
1857,3058,14971,1
1858,20892,24083,1
1859,8506,24450,1
1860,16097,19003,1
1861,5569,25807,1
1862,14336,16555,1
1863,21406,23623,1
1864,12820,26740,1
1865,13213,18408,1
1866,18200,25035,1
1867,19731,25709,1
1868,19730,26092,1
1869,21270,25403,1
1870,2932,16086,1
1871,15193,23790,1
1872,11330,30141,1
1873,3612,18030,1
1874,14073,20736,1
1875,20428,25252,1
1876,11950,27858,1
1877,10805,22785,1
1878,8556,16783,1
1879,3814,3838,1
1880,8842,19094,1
1881,17794,21952,1
1882,26603,29550,1
1883,18700,18859,1
1884,19003,25076,1
1885,13776,26250,1
1886,16569,16912,1
1887,13010,25457,1
1888,13416,26543,1
1889,10720,11165,1
1890,15243,26740,1
1891,3612,29054,1
1892,17055,23752,1
1893,14624,20232,1
1894,6839,25910,1
1895,10298,18614,1
1896,16443,27237,1
1897,2986,6060,1
1898,6628,14085,1
1899,10220,18219,1
1900,3086,22124,1
1901,13534,17825,1
1902,26266,30854,1
1903,3412,23964,1
1904,16749,25241,1
1905,11050,13498,1
1906,4833,21739,1
1907,8783,15250,1
1908,5302,20032,1
1909,21890,25957,1
1910,19117,24458,1
1911,11950,16884,1
1912,18356,22232,1
1913,13781,21847,1
1914,6352,22892,1
1915,10149,12843,1
1916,6510,8506,1
1917,16579,30427,1
1918,4641,16194,1
1919,17278,21770,1
1920,26179,28902,1
1921,11950,19335,1
1922,2833,13214,1
1923,10476,20842,1
1924,11184,21662,1
1925,16028,19633,1
1926,8556,16579,1
1927,17472,25199,1
1928,14709,25315,1
1929,14009,20562,1
1930,1528,22203,1
1931,11768,13982,1
1932,6510,19574,1
1933,18648,21427,1
1934,11257,24589,1
1935,12067,12557,1
1936,6482,26105,1
1937,17629,19710,1
1938,8506,26111,1
1939,18851,19029,1
1940,13329,22255,1
1941,14420,14875,1
1942,8720,25910,1
1943,11781,21780,1
1944,2453,17819,1
1945,14810,18804,1
1946,18233,27169,1
1947,3890,14424,1
1948,8981,25863,1
1949,14292,25076,1
1950,20579,22366,1
1951,1751,18035,1
1952,3408,14975,1
1953,17162,23623,1
1954,10674,25997,1
1955,15676,24377,1
1956,3085,24095,1
1957,22542,23402,1
1958,14839,27934,1
1959,12452,17674,1
1960,12737,18356,1
1961,14117,14319,1
1962,18865,19003,1
1963,19008,26543,1
1964,11233,24377,1
1965,20552,25453,1
1966,2377,19930,1
1967,16986,19731,1
1968,8985,16600,1
1969,20017,22205,1
1970,16898,17278,1
1971,6006,7698,1
1972,11233,21553,1
1973,18569,27571,1
1974,20564,25142,1
1975,24614,30940,1
1976,9334,16190,1
1977,11441,29348,1
1978,20414,20960,1
1979,13928,20079,1
1980,16831,26434,1
1981,1452,22805,1
1982,18623,26506,1
1983,13285,20265,1
1984,9283,21311,1
1985,17831,26267,1
1986,21066,21500,1
1987,14267,19613,1
1988,14568,24602,1
1989,3005,20257,1
1990,16554,24315,1
1991,14347,17836,1
1992,10065,15821,1
1993,15646,25575,1
1994,9122,20243,1
1995,19640,24849,1
1996,6006,19546,1
1997,18420,30531,1
1998,3391,18356,1
1999,12520,25537,1
2000,7498,17776,1
2001,27014,31220,1
2002,20916,25997,1
2003,3958,5052,1
2004,15503,21662,1
2005,8556,16481,1
2006,15467,22464,1
2007,26985,28237,1
2008,376,27238,1
2009,8557,15649,1
2010,12750,25602,1
2011,23867,28902,1
2012,15007,17951,1
2013,24095,27922,1
2014,18839,25864,1
2015,8836,23485,1
2016,16547,25199,1
2017,17358,18244,1
2018,20508,29088,1
2019,15142,27690,1
2020,7970,14117,1
2021,689,6098,1
2022,6060,26687,1
2023,18449,30439,1
2024,4170,7634,1
2025,19444,26200,1
2026,12698,21959,1
2027,18034,19829,1
2028,18071,25393,1
2029,6605,20164,1
2030,17093,19546,1
2031,2420,18022,1
2032,27378,29231,1
2033,2420,19792,1
2034,17140,27131,1
2035,6510,18310,1
2036,12046,27169,1
2037,6269,30626,1
2038,12244,13054,1
2039,14590,22773,1
2040,8556,21383,1
2041,5757,24486,1
2042,16884,23218,1
2043,12235,26099,1
2044,8556,16758,1
2045,19730,24004,1
2046,19574,25987,1
2047,13393,27522,1
2048,16389,30682,1
2049,14135,24886,1
2050,8134,29110,1
2051,12513,24936,1
2052,12793,31130,1
2053,7071,9373,1
2054,1722,2044,1
2055,9320,20558,1
2056,13048,15266,1
2057,16538,18020,1
2058,13266,15003,1
2059,15142,19252,1
2060,8357,10678,1
2061,15818,24042,1
2062,16368,25504,1
2063,11050,14077,1
2064,16822,26661,1
2065,2833,30427,1
2066,9912,13088,1
2067,15591,19335,1
2068,20665,25229,1
2069,19731,27354,1
2070,1071,5132,1
2071,3858,10134,1
2072,16923,18700,1
2073,12464,23356,1
2074,26348,27843,1
2075,20246,24095,1
2076,8351,10838,1
2077,15866,24755,1
2078,5102,25170,1
2079,12632,25823,1
2080,863,11903,1
2081,14513,25677,1
2082,17892,24377,1
2083,18522,22262,1
2084,16148,26696,1
2085,11856,15588,1
2086,6510,8137,1
2087,17297,17551,1
2088,8556,22498,1
2089,21169,27791,1
2090,6510,18449,1
2091,13703,24095,1
2092,21206,28811,1
2093,6510,19538,1
2094,5862,11321,1
2095,17364,23755,1
2096,10268,13868,1
2097,18764,22805,1
2098,19640,25163,1
2099,655,9712,1
2100,16098,16350,1
2101,11026,16684,1
2102,2377,15384,1
2103,15211,20724,1
2104,13113,20133,1
2105,17615,23623,1
2106,11902,28012,1
2107,18628,24274,1
2108,12407,19739,1
2109,12907,23567,1
2110,25296,28229,1
2111,20968,25303,1
2112,21837,24427,1
2113,4044,4085,1
2114,4807,17885,1
2115,5765,26696,1
2116,1752,6279,1
2117,13075,24616,1
2118,2378,19898,1
2119,1899,12443,1
2120,2419,8768,1
2121,1167,25053,1
2122,6098,9732,1
2123,24315,29022,1
2124,22030,30763,1
2125,10678,18072,1
2126,12477,26378,1
2127,18944,24493,1
2128,8687,11160,1
2129,13215,15095,1
2130,12883,16598,1
2131,6656,29076,1
2132,423,28006,1
2133,19052,30295,1
2134,14733,29054,1
2135,1237,19731,1
2136,3288,14768,1
2137,9404,28025,1
2138,10428,23646,1
2139,10268,17913,1
2140,19554,30906,1
2141,1722,4800,1
2142,5763,10149,1
2143,17278,29084,1
2144,19031,28195,1
2145,22730,29948,1
2146,13427,22124,1
2147,14347,30104,1
2148,1793,17645,1
2149,3005,8556,1
2150,20885,24593,1
2151,21464,24575,1
2152,22125,28266,1
2153,3558,24812,1
2154,7030,24238,1
2155,3187,18700,1
2156,11878,16120,1
2157,3012,11461,1
2158,10838,23840,1
2159,8556,20478,1
2160,22805,27929,1
2161,11115,17503,1
2162,13398,15569,1
2163,8325,15318,1
2164,14088,22079,1
2165,1089,6510,1
2166,3615,22079,1
2167,8844,17258,1
2168,5768,6028,1
2169,7994,23771,1
2170,14629,29148,1
2171,17278,19004,1
2172,15571,27237,1
2173,385,29840,1
2174,19899,26184,1
2175,14975,20053,1
2176,3036,21847,1
2177,16547,26607,1
2178,19321,30427,1
2179,20073,26434,1
2180,15677,17278,1
2181,11527,13366,1
2182,11351,29855,1
2183,20840,26465,1
2184,12016,20920,1
2185,15732,21316,1
2186,6428,14303,1
2187,15127,31194,1
2188,19368,29054,1
2189,4880,10676,1
2190,10802,22653,1
2191,11473,12919,1
2192,9874,14333,1
2193,19741,24975,1
2194,9191,10157,1
2195,21221,24828,1
2196,14737,21410,1
2197,2395,27150,1
2198,15975,27258,1
2199,3997,23164,1
2200,17495,26740,1
2201,15003,26434,1
2202,17533,24083,1
2203,9354,17812,1
2204,20161,26180,1
2205,3538,24502,1
2206,3177,7832,1
2207,15193,27560,1
2208,20825,27192,1
2209,15555,26117,1
2210,23457,29110,1
2211,5983,20692,1
2212,22576,26098,1
2213,7851,16041,1
2214,27914,30292,1
2215,28025,29084,1
2216,19493,30710,1
2217,6198,18307,1
2218,15324,18746,1
2219,15173,19252,1
2220,9526,30427,1
2221,12061,17278,1
2222,5552,16696,1
2223,2392,19145,1
2224,16895,26333,1
2225,9732,21662,1
2226,12058,20547,1
2227,13500,15372,1
2228,2966,29853,1
2229,10110,24474,1
2230,10027,24095,1
2231,6818,25811,1
2232,8740,24754,1
2233,9403,13075,1
2234,15246,22454,1
2235,10698,14791,1
2236,16464,26504,1
2237,21182,22674,1
2238,8250,18487,1
2239,13028,20312,1
2240,13582,27659,1
2241,19323,30621,1
2242,5830,14353,1
2243,15612,21662,1
2244,4641,16602,1
2245,12882,16554,1
2246,17388,26484,1
2247,15792,24816,1
2248,12781,24095,1
2249,7433,19693,1
2250,19930,26543,1
2251,14590,16576,1
2252,5830,11348,1
2253,11026,18219,1
2254,10783,21960,1
2255,2134,10134,1
2256,11768,26855,1
2257,16684,24377,1
2258,10048,12262,1
2259,1563,25534,1
2260,3412,20574,1
2261,492,1738,1
2262,12739,26499,1
2263,8556,17341,1
2264,4944,24523,1
2265,4195,16466,1
2266,14077,27532,1
2267,22116,24769,1
2268,12698,25958,1
2269,3086,17278,1
2270,7337,24616,1
2271,18750,26105,1
2272,2216,18928,1
2273,6031,22722,1
2274,14303,28016,1
2275,6006,18537,1
2276,5910,21662,1
2277,9526,15011,1
2278,9575,18494,1
2279,25775,30721,1
2280,20814,25263,1
2281,19639,27037,1
2282,13526,20065,1
2283,8687,27915,1
2284,10268,10328,1
2285,9410,20411,1
2286,27010,27558,1
2287,20891,30439,1
2288,10110,23436,1
2289,12387,19534,1
2290,5293,10475,1
2291,16579,18356,1
2292,20180,30586,1
2293,18639,23242,1
2294,1227,26762,1
2295,21240,26543,1
2296,2760,23526,1
2297,8258,19574,1
2298,18100,26442,1
2299,4913,7832,1
2300,1719,23242,1
2301,16442,25393,1
2302,27688,29653,1
2303,12837,17058,1
2304,18812,26653,1
2305,9361,21593,1
2306,15354,21064,1
2307,8983,9618,1
2308,26461,30691,1
2309,11460,17818,1
2310,15732,20691,1
2311,16243,18356,1
2312,6569,16024,1
2313,5147,14930,1
2314,4620,11787,1
2315,6510,18887,1
2316,2214,19601,1
2317,12951,25836,1
2318,4208,24464,1
2319,11385,20941,1
2320,16670,24963,1
2321,21636,22308,1
2322,13823,26333,1
2323,10231,14135,1
2324,12471,17937,1
2325,13801,19536,1
2326,16197,24052,1
2327,12883,20428,1
2328,16433,19570,1
2329,13930,17278,1
2330,17533,30427,1
2331,3021,4695,1
2332,16238,23482,1
2333,18434,28210,1
2334,10365,12770,1
2335,18434,23402,1
2336,12965,26044,1
2337,9865,18735,1
2338,12325,21111,1
2339,6064,12698,1
2340,6569,22246,1
2341,19730,25241,1
2342,17520,26543,1
2343,9104,18314,1
2344,16704,20369,1
2345,18341,26719,1
2346,14856,24492,1
2347,1323,4338,1
2348,7846,13998,1
2349,16076,22656,1
2350,2297,7159,1
2351,11929,25582,1
2352,15046,16750,1
2353,5583,10268,1
2354,6861,11158,1
2355,6510,20072,1
2356,19633,19790,1
2357,970,25044,1
2358,21483,27210,1
2359,709,23752,1
2360,15141,19837,1
2361,11158,23649,1
2362,2933,12994,1
2363,10215,13822,1
2364,10608,25840,1
2365,12857,29655,1
2366,6645,12678,1
2367,12641,30147,1
2368,15821,19537,1
2369,11974,19256,1
2370,11877,29054,1
2371,24457,29853,1
2372,15090,25163,1
2373,15755,16914,1
2374,4110,15395,1
2375,11877,30292,1
2376,16356,23101,1
2377,8288,23964,1
2378,4109,10376,1
2379,14829,17472,1
2380,13749,14587,1
2381,16884,25356,1
2382,1719,23840,1
2383,14454,18027,1
2384,10653,16895,1
2385,19536,26434,1
2386,29,21376,1
2387,1803,6269,1
2388,6569,10231,1
2389,19537,23722,1
2390,15875,29418,1
2391,14612,14629,1
2392,18548,30439,1
2393,7899,14935,1
2394,12949,22495,1
2395,11348,17830,1
2396,4109,18107,1
2397,3612,21337,1
2398,889,10804,1
2399,14971,22357,1
2400,19687,23418,1
2401,10602,13454,1
2402,11388,11660,1
2403,17278,19536,1
2404,280,23841,1
2405,15264,25288,1
2406,8384,20559,1
2407,20714,27218,1
2408,7053,8985,1
2409,6527,15014,1
2410,26146,30557,1
2411,20552,25179,1
2412,17278,21476,1
2413,6006,15014,1
2414,16602,26799,1
2415,15768,26740,1
2416,12883,15612,1
2417,1736,17278,1
2418,4430,9732,1
2419,21127,25303,1
2420,20449,27341,1
2421,8213,8539,1
2422,14437,29247,1
2423,17232,24377,1
2424,289,25155,1
2425,19393,21662,1
2426,20437,28908,1
2427,17278,18548,1
2428,19008,26616,1
2429,6278,24377,1
2430,22417,22601,1
2431,20085,22137,1
2432,11017,18865,1
2433,1859,20881,1
2434,13384,16380,1
2435,21430,27373,1
2436,14768,29054,1
2437,27001,28245,1
2438,8206,11259,1
2439,6510,19492,1
2440,7627,23206,1
2441,15270,15677,1
2442,10645,21695,1
2443,12965,25307,1
2444,7832,15714,1
2445,15768,23441,1
2446,12325,16783,1
2447,25943,27902,1
2448,6031,7832,1
2449,18573,21391,1
2450,17148,21694,1
2451,26406,28228,1
2452,4899,27370,1
2453,13947,26888,1
2454,10060,24721,1
2455,1542,12608,1
2456,26084,27802,1
2457,15350,15772,1
2458,4498,16162,1
2459,18296,25315,1
2460,9108,16312,1
2461,16672,27422,1
2462,13013,22721,1
2463,11808,12569,1
2464,12382,14568,1
2465,13042,18672,1
2466,21219,24095,1
2467,9183,10609,1
2468,4745,21547,1
2469,8556,20731,1
2470,14502,25393,1
2471,8177,26277,1
2472,20916,25333,1
2473,14842,18623,1
2474,2650,24251,1
2475,2287,30251,1
2476,293,17895,1
2477,226,19950,1
2478,8464,16600,1
2479,11663,17999,1
2480,25394,28046,1
2481,6098,9270,1
2482,8351,13018,1
2483,11348,17675,1
2484,18356,28335,1
2485,2930,9910,1
2486,16863,20369,1
2487,14526,27285,1
2488,21240,21662,1
2489,6415,30897,1
2490,18309,21691,1
2491,10268,17777,1
2492,26357,30191,1
2493,16077,20264,1
2494,10678,20414,1
2495,2445,16553,1
2496,13560,16555,1
2497,20945,24492,1
2498,3266,15910,1
2499,11913,19538,1
2500,6328,24323,1
2501,15791,22713,1
2502,10525,21983,1
2503,8344,11195,1
2504,16884,21572,1
2505,10806,15534,1
2506,5193,17386,1
2507,14267,19751,1
2508,6077,22783,1
2509,8464,20768,1
2510,18415,23471,1
2511,18028,19030,1
2512,6605,13214,1
2513,16482,21572,1
2514,22838,26752,1
2515,166,26089,1
2516,15402,16619,1
2517,10138,12032,1
2518,18107,26696,1
2519,12619,16554,1
2520,17690,25224,1
2521,11659,27688,1
2522,3915,25296,1
2523,9317,18356,1
2524,11026,15409,1
2525,20812,25488,1
2526,7265,29497,1
2527,9243,13038,1
2528,16996,25004,1
2529,11624,18637,1
2530,16406,22290,1
2531,16569,26756,1
2532,10893,12393,1
2533,21094,24314,1
2534,5640,18526,1
2535,22585,23295,1
2536,15677,26250,1
2537,13375,25163,1
2538,5659,26461,1
2539,21592,27522,1
2540,16936,25566,1
2541,26543,28184,1
2542,25973,27731,1
2543,20999,21337,1
2544,1736,14842,1
2545,11096,18159,1
2546,19416,24095,1
2547,13746,26131,1
2548,10804,17438,1
2549,19390,20286,1
2550,17278,18961,1
2551,3763,29998,1
2552,18614,27044,1
2553,14607,25393,1
2554,15086,15354,1
2555,20703,26657,1
2556,15615,16753,1
2557,16558,18218,1
2558,14700,28110,1
2559,5082,23449,1
2560,2142,15765,1
2561,281,3453,1
2562,15782,27237,1
2563,15612,25288,1
2564,18244,21695,1
2565,4687,26099,1
2566,54,4866,1
2567,24502,29343,1
2568,3177,9233,1
2569,6624,16390,1
2570,4482,24004,1
2571,17109,29199,1
2572,20093,25252,1
2573,20053,21603,1
2574,2214,12694,1
2575,2241,5639,1
2576,8250,15390,1
2577,21170,24458,1
2578,20718,26543,1
2579,6896,14106,1
2580,20101,20676,1
2581,18415,20972,1
2582,20156,21693,1
2583,19296,19692,1
2584,1177,16681,1
2585,1304,23597,1
2586,3399,13532,1
2587,11659,16320,1
2588,10268,13776,1
2589,15591,30416,1
2590,10001,20935,1
2591,13243,13556,1
2592,6510,16555,1
2593,11026,15347,1
2594,21066,28004,1
2595,1902,23623,1
2596,18048,19878,1
2597,4534,5691,1
2598,19541,22742,1
2599,7171,26051,1
2600,3878,24804,1
2601,15384,26657,1
2602,13054,18103,1
2603,16554,18356,1
2604,16898,29054,1
2605,10001,18188,1
2606,18023,29267,1
2607,16569,23755,1
2608,17883,26126,1
2609,4,8556,1
2610,16102,20005,1
2611,7752,29411,1
2612,6567,22224,1
2613,17009,25393,1
2614,20912,25997,1
2615,11624,17533,1
2616,9190,16830,1
2617,19603,24602,1
2618,4505,12751,1
2619,6500,20148,1
2620,3032,18125,1
2621,725,13795,1
2622,773,15761,1
2623,11470,15085,1
2624,10019,23130,1
2625,4682,25739,1
2626,18871,22145,1
2627,14396,21377,1
2628,15041,18339,1
2629,19433,24377,1
2630,10802,27693,1
2631,20017,25203,1
