,Agente1,Agente2,ClientesComun
2632,6135,6169,1
2633,6269,14707,1
2634,16442,24518,1
2635,18446,26256,1
2636,19643,27167,1
2637,10342,18547,1
2638,8556,15085,1
2639,405,14117,1
2640,10222,15521,1
2641,19617,31025,1
2642,6898,25288,1
2643,6060,9865,1
2644,3083,22190,1
2645,22205,31013,1
2646,15086,25205,1
2647,11015,18700,1
2648,4800,14353,1
2649,25163,29148,1
2650,14865,17341,1
2651,17597,26863,1
2652,11026,20564,1
2653,6428,11123,1
2654,1376,25288,1
2655,16466,24963,1
2656,12307,16630,1
2657,10726,30790,1
2658,4703,30295,1
2659,2476,6574,1
2660,24377,29148,1
2661,255,9931,1
2662,5173,15149,1
2663,21603,25265,1
2664,6510,19416,1
2665,13744,30427,1
2666,13941,22555,1
2667,5570,10656,1
2668,20718,25968,1
2669,19878,21886,1
2670,3087,22734,1
2671,2683,24656,1
2672,18295,21316,1
2673,4072,26521,1
2674,17998,23488,1
2675,7848,25306,1
2676,15327,27352,1
2677,14336,18310,1
2678,14336,20673,1
2679,6567,15303,1
2680,289,10021,1
2681,20885,29786,1
2682,15787,26740,1
2683,5024,7475,1
2684,17822,18700,1
2685,8768,9375,1
2686,14435,23485,1
2687,1996,26200,1
2688,9316,26499,1
2689,15223,21662,1
2690,13586,19004,1
2691,9233,20414,1
2692,12722,20048,1
2693,1277,19280,1
2694,18203,29699,1
2695,10679,27285,1
2696,6510,7433,1
2697,8556,19574,1
2698,3962,23449,1
2699,18865,21223,1
2700,1722,2930,1
2701,5292,23752,1
2702,15495,18781,1
2703,516,11257,1
2704,6567,21233,1
2705,10268,13148,1
2706,17278,19574,1
2707,18544,26851,1
2708,6140,21527,1
2709,1937,26603,1
2710,1736,11950,1
2711,10417,27131,1
2712,9865,13913,1
2713,1029,10609,1
2714,5702,21185,1
2715,14337,31013,1
2716,6006,6328,1
2717,11193,24095,1
2718,3612,28025,1
2719,11950,15761,1
2720,9548,14971,1
2721,14842,15926,1
2722,12751,28452,1
2723,16442,25163,1
2724,9733,26995,1
2725,5768,15771,1
2726,281,15400,1
2727,17964,18356,1
2728,16741,20297,1
2729,11026,30693,1
2730,4845,20388,1
2731,17278,20283,1
2732,8556,13776,1
2733,8843,23944,1
2734,4685,17201,1
2735,27865,28199,1
2736,14556,29089,1
2737,15119,20341,1
2738,11426,25983,1
2739,14975,20066,1
2740,29626,30439,1
2741,21891,24492,1
2742,6485,25393,1
2743,18838,25203,1
2744,2109,22907,1
2745,16783,17278,1
2746,20079,25393,1
2747,5020,14843,1
2748,6198,15290,1
2749,14347,14685,1
2750,7905,29812,1
2751,17614,24721,1
2752,13744,23630,1
2753,5364,13233,1
2754,9766,18028,1
2755,3021,17415,1
2756,8372,25362,1
2757,14361,21614,1
2758,18700,20250,1
2759,7141,10065,1
2760,14420,19791,1
2761,11088,30654,1
2762,16791,25641,1
2763,18580,22543,1
2764,10417,29996,1
2765,19253,21337,1
2766,9024,19643,1
2767,10048,16770,1
2768,4242,26277,1
2769,13203,25315,1
2770,19444,26644,1
2771,9186,16939,1
2772,20587,25742,1
2773,15914,23838,1
2774,15093,25393,1
2775,14975,20842,1
2776,12994,22529,1
2777,18302,24390,1
2778,4685,13760,1
2779,26267,30607,1
2780,14135,21083,1
2781,7141,13043,1
2782,10268,10690,1
2783,6510,19050,1
2784,4880,14789,1
2785,22801,22805,1
2786,9874,20503,1
2787,16656,18876,1
2788,11913,25252,1
2789,9733,20761,1
2790,16884,18865,1
2791,20021,24095,1
2792,325,23402,1
2793,20342,26594,1
2794,24390,30351,1
2795,15768,25163,1
2796,13823,27739,1
2797,19534,29054,1
2798,5459,19792,1
2799,17440,24388,1
2800,18848,22821,1
2801,7344,25618,1
2802,14092,22691,1
2803,4649,17970,1
2804,11184,26673,1
2805,12997,21662,1
2806,6269,8841,1
2807,14842,15085,1
2808,6527,13478,1
2809,21919,22661,1
2810,6510,14355,1
2811,8819,18700,1
2812,12966,19239,1
2813,1093,21805,1
2814,5424,17027,1
2815,6264,24811,1
2816,8539,23031,1
2817,19492,25252,1
2818,3776,27918,1
2819,8987,29196,1
2820,6510,19321,1
2821,13203,24518,1
2822,14190,29337,1
2823,13772,24999,1
2824,22504,25826,1
2825,17874,30251,1
2826,12770,14490,1
2827,8351,10058,1
2828,2792,19710,1
2829,13375,24377,1
2830,18312,22655,1
2831,1167,13560,1
2832,6169,18356,1
2833,361,23847,1
2834,4886,5809,1
2835,21079,30427,1
2836,4646,25313,1
2837,6688,25465,1
2838,17848,28705,1
2839,1648,20711,1
2840,10119,19296,1
2841,16379,26635,1
2842,18790,23130,1
2843,20578,29870,1
2844,6889,21837,1
2845,9404,23623,1
2846,2357,14971,1
2847,17195,18320,1
2848,28771,29274,1
2849,10225,23025,1
2850,7433,29054,1
2851,16868,24412,1
2852,7200,15384,1
2853,18356,28422,1
2854,10601,21973,1
2855,4215,15142,1
2856,3600,11348,1
2857,7102,30295,1
2858,19252,25272,1
2859,22701,24794,1
2860,16032,21340,1
2861,18576,28613,1
2862,5789,28004,1
2863,3213,10428,1
2864,9667,26590,1
2865,11773,30295,1
2866,17417,25393,1
2867,2488,24377,1
2868,14650,26931,1
2869,16433,21223,1
2870,5692,17421,1
2871,10072,18509,1
2872,12883,18117,1
2873,11050,14568,1
2874,773,19792,1
2875,1736,18700,1
2876,25076,30142,1
2877,18133,28210,1
2878,3485,6726,1
2879,20669,26543,1
2880,18874,28025,1
2881,18401,27259,1
2882,6510,17492,1
2883,2488,26740,1
2884,2246,10101,1
2885,19792,24095,1
2886,21622,27032,1
2887,12569,18405,1
2888,17416,18616,1
2889,19498,25266,1
2890,16074,21662,1
2891,3582,23680,1
2892,9204,12325,1
2893,19356,23958,1
2894,289,24282,1
2895,18764,25465,1
2896,14060,21553,1
2897,16077,21864,1
2898,3060,19813,1
2899,15010,26769,1
2900,15788,21603,1
2901,10700,10996,1
2902,17445,25370,1
2903,19003,24095,1
2904,18394,25241,1
2905,2142,16320,1
2906,11659,29787,1
2907,10048,22908,1
2908,11189,16884,1
2909,1565,15062,1
2910,16368,25983,1
2911,27710,30427,1
2912,13094,21796,1
2913,8409,19731,1
2914,18025,25304,1
2915,18865,19489,1
2916,10272,26719,1
2917,22151,26267,1
2918,10231,20414,1
2919,21622,24427,1
2920,11160,23818,1
2921,10048,18404,1
2922,4181,15384,1
2923,18887,25252,1
2924,5112,24026,1
2925,13519,26188,1
2926,6098,20079,1
2927,16308,29168,1
2928,10149,29148,1
2929,7004,21053,1
2930,3993,26146,1
2931,21053,25345,1
2932,15279,29649,1
2933,10970,26374,1
2934,3769,30691,1
2935,16970,26254,1
2936,354,2897,1
2937,56,24982,1
2938,21918,25573,1
2939,12877,20441,1
2940,10690,23623,1
2941,12886,26099,1
2942,21539,26917,1
2943,20886,21553,1
2944,11070,26442,1
2945,73,24640,1
2946,15685,21739,1
2947,18661,25142,1
2948,26099,29376,1
2949,15921,27714,1
2950,16555,23295,1
2951,12231,25453,1
2952,8556,21380,1
2953,10676,22616,1
2954,8556,8579,1
2955,16554,23755,1
2956,2420,2462,1
2957,20538,26939,1
2958,16600,25272,1
2959,25836,31142,1
2960,16077,22910,1
2961,6567,8987,1
2962,23623,30633,1
2963,11555,12320,1
2964,564,26001,1
2965,11093,30576,1
2966,14975,21422,1
2967,476,30147,1
2968,10679,21697,1
2969,12189,12240,1
2970,3634,14190,1
2971,18030,20093,1
2972,14117,22483,1
2973,17940,24095,1
2974,10555,30385,1
2975,14424,26521,1
2976,4555,22588,1
2977,8325,22069,1
2978,22473,24377,1
2979,12506,26678,1
2980,19351,25142,1
2981,9375,18354,1
2982,8556,17860,1
2983,13083,14066,1
2984,15968,30292,1
2985,11259,18415,1
2986,13790,22749,1
2987,25800,30452,1
2988,19666,29132,1
2989,1080,12855,1
2990,12611,29413,1
2991,2833,12258,1
2992,17093,18187,1
2993,5803,8805,1
2994,7076,25393,1
2995,17969,26543,1
2996,7337,18744,1
2997,5552,22258,1
2998,7359,21417,1
2999,21872,28493,1
3000,495,11988,1
3001,15999,20680,1
3002,15676,17550,1
3003,21990,27035,1
3004,3432,8245,1
3005,18588,29203,1
3006,12994,24518,1
3007,21580,22664,1
3008,14303,15434,1
3009,23294,27513,1
3010,19589,20094,1
3011,6510,16758,1
3012,19252,21603,1
3013,18286,23804,1
3014,14098,29376,1
3015,18173,25910,1
3016,8842,15160,1
3017,10119,28210,1
3018,25287,31164,1
3019,8556,19003,1
3020,21240,25801,1
3021,10149,20156,1
3022,9850,24594,1
3023,8555,18700,1
3024,13862,14347,1
3025,11565,25800,1
3026,18335,25163,1
3027,5640,15160,1
3028,17278,17822,1
3029,4151,5810,1
3030,2126,10678,1
3031,19739,24960,1
3032,1093,21825,1
3033,19717,22007,1
3034,9245,22502,1
3035,19030,20975,1
3036,17676,24306,1
3037,21624,24706,1
3038,17933,21359,1
3039,15243,25296,1
3040,8592,23031,1
3041,19879,29795,1
3042,15142,18764,1
3043,8762,24790,1
3044,13469,18737,1
3045,12883,21839,1
3046,11102,20515,1
3047,7433,25053,1
3048,11304,15761,1
3049,25296,28107,1
3050,16097,17860,1
3051,3408,11026,1
3052,13672,18764,1
3053,4740,27695,1
3054,7336,24095,1
3055,26937,27716,1
3056,9723,24271,1
3057,7194,24004,1
3058,15683,18356,1
3059,16555,23623,1
3060,1680,14971,1
3061,6849,21537,1
3062,16753,17286,1
3063,12471,15003,1
3064,10060,25214,1
3065,5023,19296,1
3066,25274,30368,1
3067,27802,29053,1
3068,793,19574,1
3069,16083,28498,1
3070,19710,27878,1
3071,7004,18302,1
3072,18218,25272,1
3073,8446,14144,1
3074,3283,11015,1
3075,3870,25030,1
3076,16369,27407,1
3077,9280,15738,1
3078,17658,25229,1
3079,22403,28819,1
3080,4482,8556,1
3081,12258,24148,1
3082,3731,7004,1
3083,18060,31164,1
3084,4173,27534,1
3085,11062,25637,1
3086,18937,29418,1
3087,17416,17463,1
3088,14842,20778,1
3089,5365,20266,1
3090,5786,23059,1
3091,12409,21662,1
3092,22150,26937,1
3093,10915,20931,1
3094,19238,21058,1
3095,25754,29962,1
3096,19942,24978,1
3097,715,8763,1
3098,10720,18703,1
3099,17416,17999,1
3100,13532,23182,1
3101,4880,17058,1
3102,16870,24706,1
3103,5827,19407,1
3104,15830,17058,1
3105,3612,18700,1
3106,19280,24203,1
3107,2578,27714,1
3108,10662,18149,1
3109,859,16746,1
3110,17148,23649,1
3111,14571,18973,1
3112,6269,15910,1
3113,18685,25163,1
3114,4044,24298,1
3115,10407,24095,1
3116,14571,24492,1
3117,18405,24421,1
3118,20239,20710,1
3119,4781,18315,1
3120,5688,17999,1
3121,6510,12189,1
3122,13835,23100,1
3123,13759,21453,1
3124,1722,6574,1
3125,6199,19554,1
3126,17848,18851,1
3127,11767,15003,1
3128,14337,18875,1
3129,6510,6980,1
3130,16753,28822,1
3131,18477,24377,1
3132,15410,16538,1
3133,3040,29796,1
3134,9764,26740,1
3135,10270,11774,1
3136,17393,19296,1
3137,20093,28210,1
3138,12883,13660,1
3139,4740,22079,1
3140,14425,28496,1
3141,21035,24377,1
3142,9301,24306,1
3143,6198,19456,1
3144,9705,18790,1
3145,16198,30626,1
3146,21268,24887,1
3147,1080,5212,1
3148,1943,29449,1
3149,15107,29090,1
3150,24315,30929,1
3151,2760,28837,1
3152,6006,15738,1
3153,11820,16256,1
3154,14066,24095,1
3155,15874,26543,1
3156,15668,17960,1
3157,21083,21317,1
3158,20093,24075,1
3159,3288,18357,1
3160,20671,28788,1
3161,11454,14848,1
3162,13042,19119,1
3163,3416,10811,1
3164,9686,28022,1
3165,13691,26101,1
3166,19321,30711,1
3167,16708,30295,1
3168,6135,11624,1
3169,18853,24833,1
3170,5244,16330,1
3171,12350,29663,1
3172,6510,7336,1
3173,18580,22197,1
3174,15301,25700,1
3175,3312,18117,1
3176,4712,25062,1
3177,8296,24377,1
3178,10694,25163,1
3179,10718,17991,1
3180,25807,28997,1
3181,5956,24377,1
3182,7141,13744,1
3183,2875,13744,1
3184,2875,7141,1
3185,1179,18536,1
3186,25624,29982,1
3187,13326,19064,1
3188,1886,22925,1
3189,2412,22514,1
3190,17700,24706,1
3191,15398,24796,1
3192,10626,17463,1
3193,8998,29218,1
3194,22532,28006,1
3195,11974,26689,1
3196,10307,25163,1
3197,13172,26521,1
3198,14805,26831,1
3199,21695,27532,1
3200,1979,14318,1
3201,10149,21236,1
3202,16668,20825,1
3203,4293,11050,1
3204,9878,31249,1
3205,17423,26267,1
3206,15086,28210,1
3207,15786,24760,1
3208,12390,14789,1
3209,8424,26932,1
3210,6510,21633,1
3211,5552,11194,1
3212,15683,15974,1
3213,20480,28162,1
3214,6984,20539,1
3215,3993,26444,1
3216,13823,25743,1
3217,16706,18735,1
3218,18865,21124,1
3219,15169,18874,1
3220,20429,23911,1
3221,11925,26155,1
3222,12969,24052,1
3223,19004,28025,1
3224,18013,24812,1
3225,12535,15521,1
3226,21220,26635,1
3227,20564,26267,1
3228,14568,26333,1
3229,10048,13338,1
3230,6569,9489,1
3231,14563,17464,1
3232,6510,8699,1
3233,10128,22003,1
3234,20524,24518,1
3235,12325,21383,1
3236,4685,14763,1
3237,19968,26504,1
3238,3515,18356,1
3239,7187,15951,1
3240,13368,24583,1
3241,2650,3006,1
3242,1387,15193,1
3243,13048,25210,1
3244,2846,4812,1
3245,14733,24004,1
3246,18875,26644,1
3247,22290,25252,1
3248,391,24424,1
3249,18944,24828,1
3250,13318,24095,1
3251,10751,21501,1
3252,5168,6428,1
3253,16696,17058,1
3254,10312,19957,1
3255,12997,26981,1
3256,7005,26285,1
3257,17447,25637,1
3258,21626,21856,1
3259,16368,24377,1
3260,9233,22693,1
3261,27837,30282,1
3262,14959,25637,1
3263,4378,15962,1
3264,19537,29054,1
3265,10597,23877,1
3266,16898,24095,1
3267,6871,15423,1
3268,9317,27200,1
3269,25496,31185,1
3270,21366,25272,1
3271,15398,16529,1
3272,20718,24377,1
3273,3429,14915,1
3274,19639,24962,1
3275,21115,30621,1
3276,2420,17579,1
3277,16706,17458,1
3278,14683,27261,1
3279,2864,30825,1
3280,6098,18219,1
3281,9421,11036,1
3282,15656,16194,1
3283,20151,30618,1
3284,21793,21983,1
3285,6510,21111,1
3286,7187,8557,1
3287,16236,26802,1
3288,6270,25163,1
3289,8296,23025,1
3290,9549,26361,1
3291,8404,12832,1
3292,5457,17445,1
3293,8556,17940,1
3294,17278,18309,1
3295,20924,28920,1
3296,9548,18029,1
3297,6889,22167,1
3298,9732,21603,1
3299,16479,18408,1
3300,6485,24863,1
3301,15748,25142,1
3302,2725,15709,1
3303,12067,19746,1
3304,18623,24828,1
3305,19792,23623,1
3306,5466,15789,1
3307,10909,29649,1
3308,19746,24083,1
3309,21209,25983,1
3310,8382,19130,1
3311,3086,22901,1
3312,8903,17812,1
3313,1827,25781,1
3314,13276,18700,1
3315,2044,2930,1
3316,6510,11767,1
3317,21066,28413,1
3318,12884,15974,1
3319,5062,5830,1
3320,2044,5830,1
3321,2044,5062,1
3322,12883,20564,1
3323,4325,6006,1
3324,5573,24492,1
3325,16430,27430,1
3326,11919,17881,1
3327,6530,16753,1
3328,14404,22650,1
3329,4572,20684,1
3330,12897,15830,1
3331,6269,24583,1
3332,5103,14772,1
3333,11624,21614,1
3334,20503,27277,1
3335,11068,19710,1
3336,12966,16654,1
3337,13582,30158,1
3338,19930,27791,1
3339,16406,18700,1
3340,8840,18921,1
3341,7777,26267,1
3342,21724,25842,1
3343,18878,24985,1
3344,1736,26959,1
3345,2874,8213,1
3346,27714,29870,1
3347,2032,14935,1
3348,20501,26969,1
3349,7336,23623,1
3350,2986,16684,1
3351,17884,27243,1
3352,9880,11082,1
3353,4973,25840,1
3354,5176,20909,1
3355,11818,27744,1
3356,10876,20250,1
3357,17175,21662,1
3358,15526,20841,1
3359,2959,4593,1
3360,11235,17752,1
3361,18063,18143,1
3362,15058,15986,1
3363,18832,21972,1
3364,16579,28131,1
3365,9867,15440,1
3366,14712,24887,1
3367,15141,20891,1
3368,11399,27241,1
3369,23294,30714,1
3370,11094,17812,1
3371,19742,23944,1
3372,6563,23557,1
3373,25362,27915,1
3374,4254,8251,1
3375,9375,19396,1
3376,9213,23620,1
3377,12129,20369,1
3378,12139,20794,1
3379,5219,22220,1
3380,3547,23146,1
3381,5953,27542,1
3382,1722,16073,1
3383,19536,29054,1
3384,3979,20885,1
3385,16488,21475,1
3386,8731,17352,1
3387,9216,12390,1
3388,16026,24675,1
3389,3206,8464,1
3390,22141,27244,1
3391,317,11472,1
3392,19730,30292,1
3393,12883,19930,1
3394,18030,22264,1
3395,10724,26938,1
3396,11578,25832,1
3397,20237,25457,1
3398,17990,24424,1
3399,13169,16902,1
3400,2241,10420,1
3401,5765,25393,1
3402,11724,19064,1
3403,9307,24124,1
3404,18982,21974,1
3405,10997,30796,1
3406,9403,30427,1
3407,24985,31132,1
3408,11906,24169,1
3409,11632,13426,1
3410,3883,27699,1
3411,12506,27247,1
3412,18242,23101,1
3413,16602,24141,1
3414,4056,25355,1
3415,9317,25637,1
3416,17995,25571,1
3417,2948,9766,1
3418,2875,5023,1
3419,6098,10376,1
3420,14781,22805,1
3421,7004,20784,1
3422,15511,23022,1
3423,13092,31163,1
3424,8506,25637,1
3425,10804,14085,1
3426,4914,25896,1
3427,773,15793,1
3428,20718,26292,1
3429,1167,15805,1
3430,8556,15316,1
3431,21390,29604,1
3432,21857,25910,1
3433,14117,18344,1
3434,6569,27773,1
3435,10268,19493,1
3436,20787,23071,1
3437,16626,25163,1
3438,17075,25539,1
3439,10060,26155,1
3440,13364,24095,1
3441,10993,25987,1
3442,7004,21236,1
3443,16180,25199,1
3444,361,1393,1
3445,17777,24743,1
3446,15429,27189,1
3447,13043,18030,1
3448,12783,24216,1
3449,23215,29161,1
3450,12325,17492,1
3451,4242,21713,1
3452,1861,4165,1
3453,1826,26543,1
3454,6065,26981,1
3455,11026,15569,1
3456,6803,7872,1
3457,8070,9669,1
3458,3612,23623,1
3459,13469,22555,1
3460,12220,19671,1
3461,18874,26005,1
3462,15787,20736,1
3463,21878,22984,1
3464,17552,25997,1
3465,14292,25382,1
3466,6527,14492,1
3467,12058,15772,1
3468,1563,23649,1
3469,1722,14978,1
3470,9867,19064,1
3471,2307,22044,1
3472,21124,27141,1
3473,221,15495,1
3474,13772,23209,1
3475,11830,27837,1
3476,5212,19012,1
3477,12337,17123,1
3478,3715,20207,1
3479,12967,16161,1
3480,16060,21451,1
3481,2775,3600,1
3482,1163,11797,1
3483,4269,12653,1
3484,16197,27010,1
3485,1828,30268,1
3486,13737,28787,1
3487,16963,22177,1
3488,21380,24857,1
3489,20844,30731,1
3490,3932,14805,1
3491,4615,8236,1
3492,10694,26267,1
3493,13431,24377,1
3494,14590,17834,1
3495,13021,14842,1
3496,7949,14669,1
3497,8351,11774,1
3498,2903,11902,1
3499,11026,20192,1
3500,6006,17808,1
3501,5067,16517,1
3502,11233,26740,1
3503,1365,14890,1
3504,10268,19851,1
3505,16622,26461,1
3506,16558,16595,1
3507,11566,24532,1
3508,14095,19741,1
3509,1341,27484,1
3510,21518,24518,1
3511,6428,8496,1
3512,12820,25142,1
3513,15109,25481,1
3514,8881,14079,1
3515,6068,23408,1
3516,11082,16612,1
3517,15521,28491,1
3518,18449,26111,1
3519,23441,31166,1
3520,18853,23623,1
3521,17548,20825,1
3522,10694,25393,1
3523,1859,10678,1
3524,17163,18356,1
3525,6023,12128,1
3526,4048,14117,1
3527,4379,13944,1
3528,6006,7905,1
3529,5311,20972,1
3530,8556,13772,1
3531,11695,25393,1
3532,21563,30575,1
3533,19125,21388,1
3534,5868,29627,1
3535,408,19288,1
3536,8351,15855,1
3537,13967,25389,1
3538,20478,30292,1
3539,5786,24324,1
3540,14339,15368,1
3541,15581,16979,1
3542,18356,20196,1
3543,14971,20953,1
3544,9203,26111,1
3545,26267,29148,1
3546,20927,29853,1
3547,368,5053,1
3548,11797,27735,1
3549,15676,23441,1
3550,9288,20849,1
3551,12091,20150,1
3552,14267,20968,1
3553,9202,18648,1
3554,6839,10701,1
3555,5693,25618,1
3556,16125,26362,1
3557,7628,14863,1
3558,15655,23809,1
3559,9136,15264,1
3560,15951,22269,1
3561,19036,26216,1
3562,2488,12337,1
3563,6123,20920,1
3564,21152,27129,1
3565,13092,29051,1
3566,16884,24095,1
3567,7753,17458,1
3568,3585,20823,1
3569,10021,20317,1
3570,7141,18595,1
3571,3867,16453,1
3572,20672,27420,1
3573,19514,26434,1
3574,24052,31215,1
3575,5983,15606,1
3576,12820,24377,1
3577,17546,24476,1
3578,22236,23644,1
3579,13962,26712,1
3580,6510,10674,1
3581,13373,21553,1
3582,7634,12044,1
3583,18348,24241,1
3584,13947,21170,1
3585,8731,13200,1
3586,13940,30621,1
3587,12262,27695,1
3588,7677,16845,1
3589,14046,20215,1
3590,22003,30003,1
3591,14568,26099,1
3592,8658,26696,1
3593,11026,11070,1
3594,1526,18408,1
3595,21945,24004,1
3596,6006,17247,1
3597,18746,19591,1
3598,7736,26543,1
3599,10674,25076,1
3600,9807,20652,1
3601,8897,20579,1
3602,3995,9124,1
3603,21236,28006,1
3604,12751,18065,1
3605,15683,18121,1
3606,11321,18417,1
3607,10678,23777,1
3608,16547,22656,1
3609,11516,12997,1
3610,21240,25393,1
3611,29346,30586,1
3612,15250,18581,1
3613,1069,3515,1
3614,7204,26740,1
3615,18858,29509,1
3616,15821,15855,1
3617,5623,17278,1
3618,11082,19496,1
3619,3524,9829,1
3620,6006,7924,1
3621,10268,15821,1
3622,901,26105,1
3623,17364,23858,1
3624,8511,20168,1
3625,7050,15923,1
3626,6510,10267,1
3627,915,25163,1
3628,14548,21662,1
3629,8351,10488,1
3630,14958,19408,1
3631,20397,24377,1
3632,17020,26740,1
3633,1722,10337,1
3634,3542,24938,1
3635,1224,23662,1
3636,22247,26407,1
3637,2646,10102,1
3638,9880,15512,1
3639,16830,24985,1
3640,8250,31100,1
3641,11030,19515,1
3642,19340,23946,1
3643,1461,26521,1
3644,20433,27574,1
3645,3070,24924,1
3646,8645,9243,1
3647,18117,26981,1
3648,5028,19574,1
3649,21269,25370,1
3650,15457,16024,1
3651,26459,28205,1
3652,10871,14304,1
3653,21430,24887,1
3654,19731,26623,1
3655,11380,20881,1
3656,18615,29174,1
3657,18296,25393,1
3658,23186,29461,1
3659,21161,23723,1
3660,13792,25229,1
3661,9514,17161,1
3662,2107,25801,1
3663,29216,30621,1
3664,21409,27963,1
3665,20309,24524,1
3666,1793,17253,1
3667,14608,20715,1
3668,18939,28127,1
3669,19601,29727,1
3670,15332,19252,1
3671,14922,15771,1
3672,1388,24857,1
3673,10602,11768,1
3674,8291,12313,1
3675,19574,24828,1
3676,4633,20414,1
3677,12751,18437,1
3678,7864,25393,1
3679,1115,27007,1
3680,9284,30714,1
3681,22857,31164,1
3682,10405,23182,1
3683,3048,19119,1
3684,6198,15830,1
3685,17542,26459,1
3686,10048,18877,1
3687,15683,20421,1
3688,21236,24377,1
3689,10406,15953,1
3690,14290,26336,1
3691,3288,12927,1
3692,15772,21711,1
3693,10662,14171,1
3694,16555,22290,1
3695,21343,21662,1
3696,5099,6031,1
3697,11227,23968,1
3698,16077,24159,1
3699,14126,23841,1
3700,10320,23931,1
3701,15569,19710,1
3702,6802,27237,1
3703,11015,18020,1
3704,25968,31227,1
3705,17764,18744,1
3706,11728,17884,1
3707,16850,26573,1
3708,4662,25051,1
3709,6008,6605,1
3710,13823,20941,1
3711,14568,23649,1
3712,8987,26789,1
3713,21563,21738,1
3714,20414,21298,1
3715,4975,21553,1
3716,19548,29404,1
3717,11313,12402,1
3718,19515,20970,1
3719,2186,12563,1
3720,13932,16197,1
3721,2420,17533,1
3722,17078,25682,1
3723,16399,26740,1
3724,2044,3997,1
3725,1549,2302,1
3726,15821,20464,1
3727,3020,6625,1
3728,19692,27200,1
3729,9943,23623,1
3730,15087,26931,1
3731,18865,20250,1
3732,13153,19419,1
3733,13234,18034,1
3734,20671,25393,1
3735,18219,25393,1
3736,4314,9241,1
3737,18408,21527,1
3738,13806,19130,1
3739,10897,14768,1
3740,14571,25264,1
3741,11026,16151,1
3742,12963,15772,1
3743,10499,30854,1
3744,11856,21340,1
3745,8556,17393,1
3746,21928,24869,1
3747,9373,18419,1
3748,15044,18356,1
3749,11767,15591,1
3750,11348,14168,1
3751,22391,24377,1
3752,6510,8579,1
3753,11441,26971,1
3754,8614,9280,1
3755,21634,26636,1
3756,24532,31000,1
3757,6569,10811,1
3758,4885,16466,1
3759,10687,27445,1
3760,24232,30245,1
3761,9776,10602,1
3762,4798,20053,1
3763,9765,25910,1
3764,5691,16024,1
3765,12464,23969,1
3766,317,14336,1
3767,10601,27171,1
3768,15495,16082,1
3769,17698,24666,1
3770,6276,16428,1
3771,13969,20761,1
3772,19930,25393,1
3773,773,30547,1
3774,18117,22555,1
3775,5020,8404,1
3776,18218,26644,1
3777,3177,31012,1
3778,6980,13028,1
3779,11304,18206,1
3780,21878,27522,1
3781,16076,23441,1
3782,19094,27601,1
3783,6428,18304,1
3784,21122,29054,1
3785,16558,21269,1
3786,13615,27134,1
3787,2680,4232,1
3788,3044,6571,1
3789,19029,19730,1
3790,14029,24518,1
3791,2488,22960,1
3792,4641,21626,1
3793,11768,12857,1
3794,2760,17464,1
3795,9191,11456,1
3796,19162,21096,1
3797,12883,17168,1
3798,10525,17132,1
3799,14953,19643,1
3800,17278,21775,1
3801,1179,3288,1
3802,10230,15120,1
3803,21119,25393,1
3804,4079,6281,1
3805,16895,27739,1
3806,11166,18584,1
3807,8775,10662,1
3808,28452,28498,1
3809,16655,26850,1
3810,13634,22744,1
3811,3816,8464,1
3812,21240,24377,1
3813,11865,25302,1
3814,10367,27836,1
3815,15805,16783,1
3816,15467,21891,1
3817,15653,18865,1
3818,12016,15761,1
3819,16289,23649,1
3820,18536,23623,1
3821,11493,26696,1
3822,3379,25566,1
3823,7358,28004,1
3824,13276,23755,1
3825,15817,18904,1
3826,13971,18478,1
3827,17808,18804,1
3828,15787,25801,1
3829,1994,18542,1
3830,9874,15786,1
3831,13565,16103,1
3832,18107,20924,1
3833,13041,15503,1
3834,18434,24616,1
3835,4925,23804,1
3836,11470,18434,1
3837,19929,24377,1
3838,4555,25727,1
3839,9104,19050,1
3840,12325,21614,1
3841,11984,28420,1
3842,14569,23944,1
3843,26654,30451,1
3844,10707,15737,1
3845,6510,21380,1
3846,7994,8288,1
3847,16854,23644,1
3848,23944,29216,1
3849,24127,27907,1
3850,27169,30029,1
3851,12969,28102,1
3852,25179,29471,1
3853,17700,19323,1
3854,5570,9885,1
3855,3675,26267,1
3856,15610,27032,1
3857,17278,18944,1
3858,6064,6830,1
3859,5149,26981,1
3860,16536,23623,1
3861,2772,16851,1
3862,5552,20710,1
3863,9847,11082,1
3864,7994,23031,1
3865,10923,11015,1
3866,14768,26506,1
3867,7051,12611,1
3868,14497,21207,1
3869,21183,29549,1
3870,17794,25457,1
3871,20017,26484,1
3872,21124,24562,1
3873,3432,21055,1
3874,1377,24960,1
3875,18344,18744,1
3876,14789,26937,1
3877,16661,26837,1
3878,14971,27800,1
3879,28110,29364,1
3880,8506,26635,1
3881,12878,28496,1
3882,11547,25288,1
3883,8213,14124,1
3884,1736,29054,1
3885,6539,14085,1
3886,19490,27141,1
3887,10581,30215,1
3888,18234,22079,1
3889,11780,26711,1
3890,10072,25757,1
3891,10488,13560,1
3892,19144,20203,1
3893,14843,22002,1
3894,17058,20711,1
3895,9136,21603,1
3896,4074,5947,1
3897,3479,11178,1
3898,7417,18935,1
3899,10270,15761,1
3900,2798,18804,1
3901,10780,17156,1
3902,18839,24492,1
3903,13941,26995,1
3904,21127,22388,1
